metric,mean,mean_ci_lower,mean_ci_upper,var,var_ci_lower,var_ci_upper
steady_state_error,0.08084658520628289,0.08079974450791759,0.080891496954915,3.1591975673909086e-10,0.0,0.0
mean_square_error,0.2314561825585743,0.23122936051878487,0.23169369624962693,9.563514553255816e-09,0.0,0.0
overshoot,0.10053710526089481,0.10052843088992207,0.10054581240413242,3.0985608787266394e-11,0.0,0.0
comfort_time,12560.593149064067,12558.533250865297,12562.582407554566,0.6974849350649351,0.0,0.0
energy_consumed,1.0233891589896495,1.017238168367919,1.0295314936587683,5.4615299975763996e-06,0.0,0.0
settling_time,1840.3655617539025,1838.3176163735257,1842.3759573002756,0.6977135064935066,0.0,0.0
rise_time,2092.723951967225,2090.4833403969765,2095.086633997316,0.9023209523809526,0.0,0.0
number_of_oscillations,1.0,1.0,1.0,0.0,0.0,0.0
recovery_time,,,,0.0,0.0,0.0
