metric,mean,mean_ci_lower,mean_ci_upper,var,var_ci_lower,var_ci_upper
steady_state_error,0.04054021398422149,0.023060962589873616,0.05559530575727211,0.00010448216388709071,0.0,0.0
mean_square_error,1.686132335880333,0.8602652819975086,2.7896178079784013,0.1423369455795988,0.0,0.0
overshoot,0.08648033079549146,0.07261163933187037,0.09636545080549841,8.349904405378325e-05,0.0,0.0
comfort_time,10830.369686098751,10215.584907863602,11330.172470994914,100286.69440757576,0.0,0.0
energy_consumed,1.7172378786070568,1.5270382107316756,1.9073782769019123,0.014165162715142269,0.0,0.0
settling_time,6035.230646498198,5150.207940992091,6948.252623966942,256736.65192545453,0.0,0.0
rise_time,2490.89605908208,2228.2353392314753,2846.4695257204917,43894.18540987012,0.0,0.0
number_of_oscillations,1.5275416790280425,1.3871678763156037,1.6814619093028185,0.00741417748917749,0.0,0.0
recovery_time,746.9496022825659,431.6917483274301,1107.0640850059033,59156.74669441995,0.0,0.0
