controller,run,metric,value
results_fuzzy_with_noise,0,steady_state_error,0.2685985171429577
results_fuzzy_with_noise,1,steady_state_error,0.2677384183956657
results_fuzzy_with_noise,2,steady_state_error,0.26397904730903127
results_fuzzy_with_noise,3,steady_state_error,0.2685064425578933
results_fuzzy_with_noise,4,steady_state_error,0.263511065538533
results_fuzzy_with_noise,5,steady_state_error,0.2615049188578749
results_fuzzy_with_noise,6,steady_state_error,0.2485062000762623
results_fuzzy_with_noise,7,steady_state_error,0.2641929170886131
results_fuzzy_with_noise,8,steady_state_error,0.2620587964896952
results_fuzzy_with_noise,9,steady_state_error,0.2650079669164645
results_fuzzy_with_noise,10,steady_state_error,0.2623641072665105
results_fuzzy_with_noise,11,steady_state_error,0.26252133464440797
results_fuzzy_with_noise,12,steady_state_error,0.25973165119150854
results_fuzzy_with_noise,13,steady_state_error,0.2628944113301882
results_fuzzy_with_noise,14,steady_state_error,0.26160145762065223
results_fuzzy_with_noise,15,steady_state_error,0.2654148670451593
results_fuzzy_with_noise,16,steady_state_error,0.26834311619821555
results_fuzzy_with_noise,17,steady_state_error,0.26824875767957856
results_fuzzy_with_noise,18,steady_state_error,0.2604379407754972
results_fuzzy_with_noise,19,steady_state_error,0.26869547801442273
results_fuzzy_with_noise,20,steady_state_error,0.2692610459590231
results_fuzzy_with_noise,21,steady_state_error,0.2663144690270664
results_fuzzy_with_noise,22,steady_state_error,0.25638572135555865
results_fuzzy_with_noise,23,steady_state_error,0.2645275658602615
results_fuzzy_with_noise,24,steady_state_error,0.26425021967041334
results_fuzzy_with_noise,25,steady_state_error,0.26063689182500893
results_fuzzy_with_noise,26,steady_state_error,0.2590396120933682
results_fuzzy_with_noise,27,steady_state_error,0.260139593325744
results_fuzzy_with_noise,28,steady_state_error,0.2592670301199217
results_fuzzy_with_noise,29,steady_state_error,0.25232364108493344
results_fuzzy_with_noise,30,steady_state_error,0.29652159009937396
results_fuzzy_with_noise,31,steady_state_error,0.26529501127765337
results_fuzzy_with_noise,32,steady_state_error,0.2651500095397349
results_fuzzy_with_noise,33,steady_state_error,0.25799192281183586
results_fuzzy_with_noise,34,steady_state_error,0.2629718056500421
results_fuzzy_with_noise,35,steady_state_error,0.2640807395491654
results_fuzzy_with_noise,36,steady_state_error,0.2692769697922714
results_fuzzy_with_noise,37,steady_state_error,0.26413405531854456
results_fuzzy_with_noise,38,steady_state_error,0.2696346866388581
results_fuzzy_with_noise,39,steady_state_error,0.2692493021202996
results_fuzzy_with_noise,40,steady_state_error,0.26324206981177434
results_fuzzy_with_noise,41,steady_state_error,0.26376307224625606
results_fuzzy_with_noise,42,steady_state_error,0.26691899408936676
results_fuzzy_with_noise,43,steady_state_error,0.2595766664885225
results_fuzzy_with_noise,44,steady_state_error,0.2646750570842301
results_fuzzy_with_noise,45,steady_state_error,0.2680404791402054
results_fuzzy_with_noise,46,steady_state_error,0.2693809603262521
results_fuzzy_with_noise,47,steady_state_error,0.2589881488303558
results_fuzzy_with_noise,48,steady_state_error,0.26094990989809613
results_fuzzy_with_noise,49,steady_state_error,0.26784447714035625
results_fuzzy_with_noise,50,steady_state_error,0.254360440588513
results_fuzzy_with_noise,51,steady_state_error,0.2594083088686362
results_fuzzy_with_noise,52,steady_state_error,0.2656976383516572
results_fuzzy_with_noise,53,steady_state_error,0.2682038985943508
results_fuzzy_with_noise,54,steady_state_error,0.2660260079139604
results_fuzzy_with_noise,55,steady_state_error,0.26355369255229866
results_fuzzy_with_noise,56,steady_state_error,0.2651712940610533
results_fuzzy_with_noise,57,steady_state_error,0.26728186104279344
results_fuzzy_with_noise,58,steady_state_error,0.2557555940887032
results_fuzzy_with_noise,59,steady_state_error,0.25854152082740983
results_fuzzy_with_noise,60,steady_state_error,0.2650644276580135
results_fuzzy_with_noise,61,steady_state_error,0.2669840313332101
results_fuzzy_with_noise,62,steady_state_error,0.2617087837736795
results_fuzzy_with_noise,63,steady_state_error,0.265741960045747
results_fuzzy_with_noise,64,steady_state_error,0.28101844158226313
results_fuzzy_with_noise,65,steady_state_error,0.269756383354489
results_fuzzy_with_noise,66,steady_state_error,0.2860741706581762
