metric,mean,mean_ci_lower,mean_ci_upper,var,var_ci_lower,var_ci_upper
steady_state_error,,,,,,
mean_square_error,0.26273920135796247,0.1869925858736226,0.34461165624860907,0.1362811710297208,0.01825509892222331,0.362645927838274
overshoot,-0.08222660139727372,-0.12937399159554314,-0.032871072935571434,0.031093806252883292,0.0037673732684488535,0.08629668873432901
comfort_time,12499.754256122415,12075.10762303984,12902.548487982976,5116338.204468634,1232520.5401611244,10755062.616161143
energy_consumed,1.7629855552597653,1.5157798251122825,2.0091265153722544,1.2208532447004417,0.532485610178971,2.0733023351525715
