metric,mean,mean_ci_lower,mean_ci_upper,var,var_ci_lower,var_ci_upper
steady_state_error,-0.1258601554109165,-0.1286021099738253,-0.12326439647134081,8.914479093385857e-07,0.0,0.0
mean_square_error,0.31541282455861136,0.3146603894579657,0.3161777241484732,7.402732174161316e-08,0.0,0.0
overshoot,-0.034568192538971844,-0.03758227578146765,-0.031445709529826504,1.7104176811685657e-06,0.0,0.0
comfort_time,11246.779533661795,11239.47533658261,11253.585653563609,7.779474090909092,0.0,0.0
energy_consumed,0.9774940002312885,0.9717878396552052,0.9829962161934748,3.9913265486986366e-06,0.0,0.0
settling_time,3154.717020113724,3148.108605327753,3161.1881122854415,7.779474090909092,0.0,0.0
rise_time,4414.62338204775,4395.368373463658,4434.0352624585,40.26627783549783,0.0,0.0
number_of_oscillations,0.15677171717171717,0.12727272727272726,0.18383838383838383,0.000325,0.0,0.0
recovery_time,,,,0.0,0.0,0.0
