metric,mean,mean_ci_lower,mean_ci_upper,var,var_ci_lower,var_ci_upper
steady_state_error,,,,,,
mean_square_error,0.8429962082373462,0.6714125590256298,1.0302383718879409,0.7902487078694426,0.2601314814214309,1.5251564592767954
overshoot,-0.07261523855284097,-0.1287934727574011,-0.013288025831862971,0.05557435913856856,0.015268092362578487,0.1268508220091438
comfort_time,8688.832060938053,7972.199591103341,9414.356689800097,6143494.933506966,2774950.6507489346,10994271.848315114
energy_consumed,1.603420194524214,1.3922340373621023,1.8145375205168202,0.977369282180351,0.4239747425278446,1.7094374444431066
