metric,mean,mean_ci_lower,mean_ci_upper,var,var_ci_lower,var_ci_upper
steady_state_error,0.16368840847414942,0.16233754135349646,0.16511205853279237,2.7755279524507445e-07,0.0,0.0
mean_square_error,0.16274133285745523,0.16228576092845426,0.16321740954709865,3.091192353818636e-08,0.0,0.0
overshoot,0.21193074738515952,0.21024807952739324,0.21353497837233823,5.940585488491127e-07,0.0,0.0
comfort_time,13326.914006661016,13326.194412349018,13327.563117848062,0.076871341991342,0.0,0.0
energy_consumed,1.0542888431208943,1.04849821539992,1.0602174287675707,4.5320017812049e-06,0.0,0.0
settling_time,1074.0714881860563,1073.4471790015539,1074.7534165518823,0.076871341991342,0.0,0.0
rise_time,1231.046456060606,1230.275196987356,1231.8239673836265,0.10625203463203461,0.0,0.0
number_of_oscillations,1.2983946386946386,1.175317599067599,1.4415909090909091,0.004668571428571429,0.0,0.0
recovery_time,,,,0.0,0.0,0.0
