metric,original_var,stratified_var,reduction_%
steady_state_error,0.0043811192171987,0.004166612898659,4.896153423481965
mean_square_error,0.0006303699850662,0.0006275421960209,0.44859195588176837
overshoot,0.0047448744325205,0.0043169678399631,9.018291182262
comfort_time,87866.69972989899,87432.94232965252,0.4936539116409655
energy_consumed,0.0322969516872118,0.0312167774981122,3.344508173900829
