metric,original_var,stratified_var,reduction_%
steady_state_error,0.0043723607096739,0.0041884366610904,4.206515902875217
mean_square_error,0.0006384042838887,0.0006371170732892,0.2016293800002716
overshoot,0.0047962516277265,0.0043476838959149,9.352464520803881
comfort_time,86928.77795464647,85772.88237515786,1.329704163207817
energy_consumed,0.0321121922841551,0.031234071049321,2.734541531963187
