metric,original_var,stratified_var,reduction_%
mean_square_error,0.0003230040122264,0.0001330745055169,58.80097445240854
overshoot,0.006565678232398,0.0029895475381855,54.46704160076362
comfort_time,148152.993799798,28467.96511814423,80.78475204043899
energy_consumed,0.0359485895055748,0.0351323944952305,2.2704507230185693
