metric,original_var,stratified_var,reduction_%
mean_square_error,1.1519002793088302,0.7902487078694426,31.39608331863483
overshoot,0.1024055841592777,0.0555743591385685,45.731124337779974
comfort_time,14182406.815424748,6143494.933506966,56.682282397756936
energy_consumed,1.4678158229908076,0.977369282180351,33.41335698447012
