metric,original_var,stratified_var,reduction_%
mean_square_error,5.917257080891904,2.502882130580343,57.70198765467386
overshoot,0.0867433672780221,0.0315464259964926,63.63246322294267
comfort_time,5983192.679487878,2707562.0114863464,54.74720343256444
energy_consumed,1.8101532302793235,1.1002955784722817,39.215334919326374
