metric,original_var,stratified_var,reduction_%
mean_square_error,0.0017826546728698,0.0012903006884007,27.619145309645745
overshoot,0.01381368346883,0.0102921447756252,25.493118480317026
comfort_time,1405977.0942411113,524764.1956982051,62.6761916785386
energy_consumed,0.0283816049689429,0.0281202670052869,0.9208005112535851
